Action,Supplier Part No. / Reference,"BP Material / 
Service Master No.","Part Number 
Extension",Product Type,UOM,BP Short Description,BP Long Description,Supplier Description,Manufacturer Name,Manufacturer Part Number,Alternate Manufacturer Name,"Estimated Purchase 
Quantity
",2021 rates,2020 rates,Delta Price, Delta Price %,FILE SENT TO ELMIRA 2021 rates,APR 2021 PB,2021 Chris,,PN 80%,Desc 80%,MnF PN ,Price Unit,Range Price - Min,Range Price - Max,SLA_Leadtime,Incoterms Key,Incoterms Location,Incoterms Location Country,UNSPSC Code,Delivery Tolerance - Under %,Delivery Tolerance - Over %,Price Valid From,Price Valid to,Scale Pricing Quantity ,Minimum  Order Quantity,Maximum Order Quantity ,Lot Size,Internal Part Number,Export Control Status,Export Control No.,Plant Code,NCM Code,Material Origin,Material Usage,Internal ID,UNSPSC Code Description,Sub-Category,Category,1325
Change,80-30952-500,36024537,,Material,EA,"GSKT:66.25MM ID,74MM OD,1/8IN THK,RND","GASKET: 66.25MM ID,74MM OD,1/8IN THK,ROUND",GASKET:,SOLAR TURBINES,80-30952-500,,,74.86,75.8,-0.94,-1%,75.8,75.8,74.86,,#N/A,#N/A,,1,,,0,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,901150C1,36023842,,Material,EA,ELMNT:GAS FUEL CONTRON,ELEMENT: GAS FUEL CONTRON,ELEMENT:GAS FUEL CONTRON,SOLAR TURBINES,901150C1,,,80.23,78.53,1.7,2%,78.53,78.53,80.23,,#N/A,#N/A,,1,,,112,FCA,,,32130000,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,903112C1,11037188,,Material,EA,"NUT,LOCK:HEX,1/2IN DIA,13 UNC-3B,SS,GR 4","NUT,LOCK: HEXAGONAL,1/2IN DIA,13 UNC-3B,STAINLESS STEEL,GR 410,POLYAMIDE","NUT,LOCK:HEX,1/2IN DIA,13 UNC",SOLAR TURBINES,903112C1,,,21.48,22.09,-0.61,-3%,22.09,22.09,21.48,,#N/A,#N/A,,1,,,56,FCA,,,31161716,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,903159C1,11047509,,Material,EA,"CLAMP,FLANGE:SPLT,1-1/2IN DIA,SUPPLY MEA","CLAMP,FLANGE: SPLIT,1-1/2IN DIA,SUPPLY MEASURE: 4/PACK","SET:CLMP FLG SPLT,COMPRSR / ENGINE,4 PER",SOLAR TURBINES,903159C1,,,12.08,11.84,0.24,2%,11.84,11.84,12.08,,#N/A,#N/A,,1,,,77,FCA,,,31162800,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,903326C1,11047879,,Material,PH,"GSKT:2-1/4IN ID,2-1/2IN OD,RND","GASKET: 2-1/4IN ID,2-1/2IN OD,ROUND","GASKET:2.255IN ID X 2.495IN OD,0.0508IN",SOLAR TURBINES,903326C1,,,17.4,17.87,-0.47,-3%,17.87,17.87,17.4,,#N/A,#N/A,,1,,,49,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,903475C1,36024155,,Material,EA,CLAMP:2 SEGMENT V BAND,CLAMP: 2 SEGMENT V BAND,"COUPLING:CLAMP,SET OF 2 SEGMENT",SOLAR TURBINES,903475C1,,,55.64,54.45,1.19,2%,54.45,54.45,55.64,,#N/A,#N/A,,1,,,112,FCA,,,20121410,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,903476C2,36024156,,Material,EA,CLAMP:4 SEGMENT V BAND,CLAMP: 4 SEGMENT V BAND,"COUPLING:V-BAND,SET OF 4 SEGMENT",SOLAR TURBINES,903476C2,,,192.99,195.42,-2.43,-1%,195.42,195.42,192.99,,#N/A,#N/A,,1,,,105,FCA,,,20121410,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,903477C1,11045407,,Material,EA,"CLAMP:HOSE/TUBING,3-3/8 ID X 3/4IN WD,F/","CLAMP: HOSE/TUBING,3-3/8 ID X 3/4IN WD,F/ BLEED AIR VALVE DUCT",CLAMP:BLEED AIR VALVE DUCT,SOLAR TURBINES,903477C1,,,69.66,70.54,-0.88,-1%,70.54,70.54,69.66,,#N/A,#N/A,,1,,,84,FCA,,,31162900,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,904650C1,36024504,,Material,EA,"WASHER,FLT:RETNG,4-9/64IN OD,3-23/32IN I","WASHER,FLAT: RETAINING,4-9/64IN OD,3-23/32IN ID",WASHER:RETAINING,SOLAR TURBINES,904650C1,,,20.38,26.18,-5.8,-28%,26.18,26.18,20.38,,#N/A,#N/A,,1,,,70,FCA,,,31161800,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,904651C1,36024505,,Material,EA,"SPRING,COMP","SPRING,COMPRESSION",SPRING:INTERCONNECT SHAFT ASSY,SOLAR TURBINES,904651C1,,,29.14,29.52,-0.38,-1%,29.52,29.52,29.14,,#N/A,#N/A,,1,,,98,FCA,,,31161900,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,904915C1,36024157,,Material,EA,VALVE:SHUT OFF,VALVE: SHUT OFF,VALVE:SHUT OFF,SOLAR TURBINES,904915C1,,,108.9,110.27,-1.37,-1%,110.27,110.27,108.9,,#N/A,#N/A,,1,,,70,FCA,,,40141600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,904975C4,11044695,,Material,EA,"VLV,SOLENOID:0.125IN,24VDC,3WY","VALVE,SOLENOID: 0.125IN,24VDC,3-WAY","VALVE,SOLENOID:",SOLAR TURBINES,904975C4,,,288.14,296.15,-8.01,-3%,296.15,296.15,288.14,,#N/A,#N/A,,1,,,84,FCA,,,40141605,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,907754C3,11045408,,Material,EA,"BUSHING:TAPERED SHOULDER,RNG","BUSHING: TAPERED SHOULDER,RING",BUSHING:36/PACK,SOLAR TURBINES,907754C3,,,98.64,101.23,-2.59,-3%,101.23,101.23,98.64,,10,#N/A,10,1,,,70,FCA,,,31171600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,908135C1,11043752,,Material,PH,"NUT,LOCK:HEXAGONAL THIN,NO 10,32 UNJF-3B","NUT,LOCK: HEXAGONAL THIN,NO 10,32 UNJF-3B,STEEL,36/PACK","NUT,LOCK:THIN,10 DIA,32 UNF",SOLAR TURBINES,908135C1,,,54,55.61,-1.61,-3%,55.61,55.61,54,,1,#N/A,1,1,,,56,FCA,,,31161716,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,908601C1,11025779,,Material,EA,"PLATE,ORIFICE:0.02IN,JET LINE MOUNT","PLATE,ORIFICE: 0.02IN,JET LINE MOUNT","ORIFICE:GAS TURBINE,2IN LG",SOLAR TURBINES,908601C1,,,737.11,746.38,-9.27,-1%,746.38,746.38,737.11,,32,#N/A,32,1,,,70,FCA,,,41112500,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,908998C1,11045416,,Material,EA,"VLV,RLF:PRES,SERVO","VALVE,RELIEF: PRESSURE,SERVO","VALVE,RELIEF:",SOLAR TURBINES,908998C1,,,465.65,319.05,146.6,31%,319.05,319.05,465.65,,#N/A,#N/A,,1,,,56,FCA,,,40141606,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,909057C1,11045409,,Material,EA,"BALL:ACTUATING,VANE","BALL: ACTUATING,VANE",BALL:36/PACK,SOLAR TURBINES,909057C1,,,120.96,124.21,-3.25,-3%,124.21,124.21,120.96,,13,#N/A,13,1,,,56,FCA,,,23153100,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,909090C1,11045618,,Material,EA,"WASHER,FLT:0.325IN,1.3IN OD,2/PACK","WASHER,FLAT: 0.325IN,1.3IN OD,2/PACK",WASHER:2/PACK,SOLAR TURBINES,909090C1,,,54.18,44.55,9.63,18%,44.55,44.55,54.18,,#N/A,#N/A,,1,,,98,FCA,,,31161800,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,910380C4,11047907,,Material,EA,"VLV,SOLENOID:24VDCV,3WY","VALVE,SOLENOID: 24VDCV,3-WAY","VALVE,SOLENOID:24VDC",SOLAR TURBINES,910380C4,,,253.29,260.32,-7.03,-3%,260.32,260.32,253.29,,#N/A,#N/A,,1,,,91,FCA,,,40141605,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,911688C2,36023999,,Material,EA,"VLV:REGULATING,POPPET","VALVE: REGULATING,POPPET",REGULATOR:,SOLAR TURBINES,911688C2,,,255.79,269.63,-13.84,-5%,269.63,269.63,255.79,,#N/A,#N/A,,1,,,91,FCA,,,39121009,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,912510C1,36023979,,Material,EA,"CPLG,PIPE:FLEX,STRGT,4IN","COUPLING,PIPE: FLEXIBLE,STRAIGHT,4IN","COUPLING,PIPE:4IN",SOLAR TURBINES,912510C1,,,433,438.45,-5.45,-1%,438.45,438.45,433,,#N/A,#N/A,,1,,,70,FCA,,,40142315,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,913739C2,36023856,,Material,EA,"VLV,RLF","VALVE,RELIEF","VALVE,RELIEF:",SOLAR TURBINES,913739C2,,,1624.37,1517.72,106.65,7%,1517.72,1517.72,1624.37,,#N/A,#N/A,,1,,,119,FCA,,,40141606,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,915244C1,11046815,,Material,FOT,"GSKT:NON-METALLIC,RND,NON-METALLIC,SEALI","GASKET: NON-METALLIC,ROUND,NON-METALLIC,SEALING,GORE-TEX","GASKET:SEAL JOINT,NON-METALLIC",SOLAR TURBINES,915244C1,,,3.01,3.09,-0.08,-3%,3.09,3.09,3.01,,#N/A,#N/A,,1,,,56,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,915274C1,36024200,,Material,EA,"SWTCH,LEVEL:MAG,FLT","SWITCH,LEVEL: MAGNETIC,FLOAT","SWITCH,LEVEL:",SOLAR TURBINES,915274C1,,,391.24,396.16,-4.92,-1%,396.16,396.16,391.24,,#N/A,#N/A,,1,,,56,FCA,,,39121531,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,915498C1,11025431,,Material,EA,"VLV,CHK:1IN,FNPT,SWING DISC,Y TYPE","VALVE,CHECK: 1IN,FNPT,SWING DISC,Y TYPE","VALVE,CHECK:SWING,1IN,FNPT",SOLAR TURBINES,915498C1,,,150,154.17,-4.17,-3%,154.17,154.17,150,,#N/A,#N/A,,1,,,70,FCA,,,40141600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,915695C1,36024159,,Material,EA,"SWTCH,LEVEL:FLT,OIL SERVICE","SWITCH,LEVEL: FLOAT,OIL SERVICE","SWITCH,LEVEL:",SOLAR TURBINES,915695C1,,,627.91,635.82,-7.91,-1%,635.82,635.82,627.91,,#N/A,#N/A,,1,,,70,FCA,,,39121531,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,917345C1,11026529,,Material,EA,"WIRE:SAFETY LOCK,0.032IN DIA,SS,GRADE: 3","WIRE: SAFETY LOCK,0.032IN DIA,STAINLESS STEEL,GRADE: 302/304","WIRE:SAFETY,1/32IN,STL",SOLAR TURBINES,917345C1,,,62.77,64.51,-1.74,-3%,64.51,64.51,62.77,,#N/A,#N/A,,1,,,77,FCA,,,23271800,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,917560C2,11024900,,Material,EA,"EXCITER:IGNITION,10 TO 32VDC INPUT","EXCITER: IGNITION,10 TO 32VDC INPUT",EXCITER:IGNITION,SOLAR TURBINES,917560C2,,,1833.64,1884.58,-50.94,-3%,1884.58,1884.58,1833.64,,1,#N/A,1,1,,,105,FCA,,,26000000,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,918041C1,11047765,,Material,EA,"GSKT:3-1/2IN ID,5-1/4IN OD,0.062IN THK,R","GASKET: 3-1/2IN ID,5-1/4IN OD,0.062IN THK,ROUND",GASKET:BUNA,SOLAR TURBINES,918041C1,,,26.7,27.47,-0.77,-3%,27.47,27.47,26.7,,#N/A,#N/A,,1,,,77,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,918639C1,11037193,,Material,PK,"BOLT:HX HD,1/2IN DIA,13 TPI,2-1/2IN LG,G","BOLT: HEX HD,1/2IN DIA,13 TPI,2-1/2IN LG,GR B6","BOLT:HX HD,1/2IN DIA,13 TPI,2-1/2IN LG,G",SOLAR TURBINES,918639C1,,,5.08,5.22,-0.14,-3%,5.22,5.22,5.08,,#N/A,#N/A,,1,,,42,FCA,,,31161600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,918745C1,36024086,,Material,EA,"BEARING,BALL:RADIAL,1.96IN ID,3.14IN OD","BEARING,BALL: RADIAL,1.96IN ID,3.14IN OD",BEARING:1.96 ID X 3.14IN OD,SOLAR TURBINES,918745C1,,,590.9,598.34,-7.44,-1%,598.34,598.34,590.9,,#N/A,#N/A,,1,,,245,FCA,,,31171500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,918959C1,36024095,,Material,EA,"JOINT,EXPNSN:PIPE,2IN X 10FT LG,FLEXMAST","JOINT,EXPANSION: PIPE,2IN X 10FT LG,FLEXMASTER","PIPE:FLEXMASTER,2IN,10FT LG",SOLAR TURBINES,918959C1,,,266.51,273.91,-7.4,-3%,273.91,273.91,266.51,,#N/A,#N/A,,1,,,70,FCA,,,40142100,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,919083C1,36024510,,Material,EA,GASKET,GASKET,GASKET:,SOLAR TURBINES,919083C1,,,30.46,31.3,-0.84,-3%,31.3,31.3,30.46,,#N/A,#N/A,,1,,,70,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,919340C2,11028220,,Material,EA,"WIRE,IGNITION:CABLE","WIRE,IGNITION:CABLE","WIRE,IGNITION:CABLE",SOLAR TURBINES,919340C2,,,607.97,624.86,-16.89,-3%,624.86,624.86,607.97,,#N/A,#N/A,,1,,,84,FCA,,,25173900,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,919837C1,36023907,,Material,EA,RESISTOR:PNEUMATIC FLOW KIT 4000,RESISTOR:PNEUMATIC FLOW KIT 4000,RESISTOR:,SOLAR TURBINES,919837C1,,,1537.44,1556.8,-19.36,-1%,1556.8,1556.8,1537.44,,#N/A,#N/A,,1,,,133,FCA,,,32121600,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,945106C2,36024052,,Material,EA,"CABLE:IGNITION LEAD,43-7/8IN","CABLE: IGNITION LEAD,43-7/8IN",LEAD:IGNITION,SOLAR TURBINES,945106C2,,,681.59,690.16,-8.57,-1%,690.16,690.16,681.59,,#N/A,#N/A,,1,,,84,FCA,,,26120000,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,947282C1,36024161,,Material,EA,"HOSE,FLEX MTL:3/8IN ID,12IN LG","HOSE,FLEXIBLE METAL: 3/8IN ID,12IN LG","HOSE,FLEXIBLE METAL:3/8IN,FLEXIBLE METAL",SOLAR TURBINES,947282C1,,,245.24,258.52,-13.28,-5%,258.52,258.52,245.24,,#N/A,#N/A,,1,,,42,FCA,,,40142007,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,947283C1,36024162,,Material,EA,"HOSE,FLEX MTL:ASSY","HOSE,FLEXIBLE METAL:ASSY","HOSE,FLEXIBLE METAL:",SOLAR TURBINES,947283C1,,,269.24,283.82,-14.58,-5%,283.82,283.82,269.24,,#N/A,#N/A,,1,,,42,FCA,,,40142007,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,947570C2,11044649,,Material,EA,"KIT:REPLACEMENT,FLTR,ELMNT","KIT: REPLACEMENT,FILTER,ELEMENT","KIT:ELEMENT,T1602 SOLAR TURBINE,FILTER",SOLAR TURBINES,947570C2,,,38.47,38.94,-0.47,-1%,38.94,38.94,38.47,,#N/A,#N/A,,1,,,84,FCA,,,23150000,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,947968C1,36023879,,Material,EA,"GAUGE,DIFF PRES:4-3/4IN DIAL,0 TO 10IN W","GAUGE,DIFFERENTIAL PRESSURE: 4-3/4IN DIAL,0 TO 10IN WC,1/8IN FNPT,VERTICAL MOUNT,ALUMINUM CASE,MAGNEHELIC,TEMPERATURE RATING: 20 TO140 DEG F,15 PSI","GAUGE,PRESSURE:MAGNEHELIC DIFFERENTIAL,D",DWYER INSTRUMENTS,MODEL 2010,,,122.24,119.65,2.59,2%,119.65,119.65,122.24,,#N/A,#N/A,,1,,,63,FCA,,,23151820,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,948001C1,11046962,,Material,EA,ACTUATOR:HYDRAULIC ELECTRO SERVO,ACTUATOR: HYDRAULIC ELECTRO SERVO,ACTUATOR:,SOLAR TURBINES,948001C1,,,14080.52,14471.64,-391.12,-3%,14471.64,14471.64,14080.52,,#N/A,#N/A,,1,,,266,FCA,,,31251500,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,948032C2,11046250,,Material,EA,"VALVE,SOLENOID:BRS,2WY,1IN PIPE,24VDC,NP","VALVE,SOLENOID: BRASS,2-WAY,1IN PIPE,24VDC,NPT,NC,EP ENCLOSURE,FG18C HIGH TEMP CLASS H COIL,SS SPRING,LOW TEMP O-RING","VALVE,SOLENOID:2-WAY,1IN PIPE,24VDC,NPT,",SOLAR TURBINES,948032C2,,,1705.87,1753.25,-47.38,-3%,1753.25,1753.25,1705.87,,#N/A,#N/A,,1,,,77,FCA,,,40141605,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,948097C2,36024068,,Material,EA,"SEAL,LABYRINTH:5.33IN SHAFT DIA","SEAL,LABYRINTH: 5.33IN SHAFT DIA","SEAL,LABYRINTH:",SOLAR TURBINES,948097C2,,,831.28,841.74,-10.46,-1%,841.74,841.74,831.28,,#N/A,#N/A,,1,,,126,FCA,,,31181600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,948098C2,36024069,,Material,EA,"SEAL,LABYRINTH:METALLIC","SEAL,LABYRINTH: METALLIC","SEAL,LABYRINTH:",SOLAR TURBINES,948098C2,,,291.58,299.68,-8.1,-3%,299.68,299.68,291.58,,#N/A,#N/A,,1,,,91,FCA,,,31181600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,949027C1,36024087,,Material,EA,"RACE,BEARING:OUTER CLUTCH","RACE,BEARING: OUTER CLUTCH","RACE,BEARING:OUTER",SOLAR TURBINES,949027C1,,,2519.11,2550.83,-31.72,-1%,2550.83,2550.83,2519.11,,#N/A,#N/A,,1,,,112,FCA,,,31171500,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,949028C3,36024088,,Material,EA,"RACE,BEARING:INNER","RACE,BEARING: INNER","RACE,BEARING:INNER",SOLAR TURBINES,949028C3,,,3768.97,3873.66,-104.69,-3%,3873.66,3873.66,3768.97,,#N/A,#N/A,,1,,,112,FCA,,,31171500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,949029C2,36024025,,Material,EA,CLUTCH,CLUTCH,"COUPLING,SHAFT:",SOLAR TURBINES,949029C2,,,3117.49,3204.09,-86.6,-3%,3204.09,3204.09,3117.49,,#N/A,#N/A,,1,,,133,FCA,,,31163000,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,949428C1,36024027,,Material,EA,"BEARING,BALL:RADIAL","BEARING,BALL: RADIAL",BEARING:MOTOR,SOLAR TURBINES,949428C1,,,38.86,39.36,-0.5,-1%,39.36,39.36,38.86,,#N/A,#N/A,,1,,,77,FCA,,,31171500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,949429C3,36024028,,Material,EA,VANE,VANE: 5/SET,VANE:,SOLAR TURBINES,949429C3,,,256.99,260.22,-3.23,-1%,260.22,260.22,256.99,,#N/A,#N/A,,1,,,0,FCA,,,40150000,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,949430C1,36024031,,Material,EA,"BEARING,BALL:RADIAL,TYPE: DRIVE SHAFT","BEARING,BALL: RADIAL,TYPE: DRIVE SHAFT",BEARING:DRIVE SHAFT,SOLAR TURBINES,949430C1,,,14.27,14.67,-0.4,-3%,14.67,14.67,14.27,,#N/A,#N/A,,1,,,70,FCA,,,31171500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,949431C1,36024032,,Material,EA,"BEARING,BALL:RADIAL","BEARING,BALL: RADIAL",BEARING:FRONT ROTOR,SOLAR TURBINES,949431C1,,,19.88,20.43,-0.55,-3%,20.43,20.43,19.88,,#N/A,#N/A,,1,,,63,FCA,,,31171500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,949433C1,11047445,,Material,EA,"KIT:MAINTENANCE,AIR/GAS FILTER,ELMNT,O-R","KIT: MAINTENANCE,AIR/GAS FILTER,ELEMENT,O-RING",KIT:ELMNT & O-RNG,SOLAR TURBINES,949433C1,,,18.18,17.8,0.38,2%,17.8,17.8,18.18,,#N/A,#N/A,,1,,,70,FCA,,,23150000,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,949803C2,36024099,,Material,EA,"KIT:SEAL,RELIEF VALVE,O-RNG","KIT: SEAL,RELIEF VALVE,O-RING","KIT,SEAL:RELIEF VALVE",SOLAR TURBINES,949803C2,,,101.84,103.12,-1.28,-1%,103.12,103.12,101.84,,#N/A,#N/A,,1,,,77,FCA,,,31181600,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,950001C1,11025732,,Material,EA,"O-RNG:460,VITON,75 DUROMETER","O-RING: 460,VITON,75 DUROMETER",O-RING:VITON 75 DUROMETER,SOLAR TURBINES,950001C1,,,22.93,23.11,-0.18,-1%,23.11,23.11,22.93,,#N/A,#N/A,,1,,,49,FCA,,,31181506,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,950217C1,11044603,,Material,EA,CPLG:2IN,COUPLING: 2IN,COUPLING:,SOLAR TURBINES,950217C1,,,120.69,130.57,-9.88,-8%,130.57,130.57,120.69,,#N/A,#N/A,,1,,,63,FCA,,,20121410,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,950233C1,11025750,,Material,EA,"GSKT:FLEX,2IN ID,VITON","GASKET: FLEXIBLE,2IN ID,VITON",GASKET:,SOLAR TURBINES,950233C1,,,81.46,83.72,-2.26,-3%,83.72,83.72,81.46,,#N/A,#N/A,,1,,,70,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,950234C1,11045438,,Material,EA,"GSKT:1IN,RND,VITON","GASKET: 1IN,ROUND,VITON",GASKET:,SOLAR TURBINES,950234C1,,,22.73,46.72,-23.99,-106%,46.72,46.72,22.73,,#N/A,#N/A,,1,,,49,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,950235C1,11045434,,Material,EA,"GSKT:2IN ID,RND,NON-METALLIC","GASKET: 2IN ID,ROUND,NON-METALLIC",GASKET:,SOLAR TURBINES,950235C1,,,51.23,65.81,-14.58,-28%,65.81,65.81,51.23,,#N/A,#N/A,,1,,,70,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,950287C1,36029145,,Material,EA,"BOLT,MACHINE:HEX HD,5/8IN DIA,11 UNC,5-1","BOLT,MACHINE: HEXAGONAL HD,5/8IN DIA,11 UNC,5-1/2IN LG,STAINLESS STEEL,GR B6","BOLT,MACHINE:5/8IN DIA,UNC,5-1/2IN LG",SOLAR TURBINES,950287C1,,,11.28,11.59,-0.31,-3%,11.59,11.59,11.28,,#N/A,#N/A,,1,,,56,FCA,,,31161600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,951125C1,36024089,,Material,EA,SEAL,SEAL,SEAL:,SOLAR TURBINES,951125C1,,,440.14,476.17,-36.03,-8%,476.17,476.17,440.14,,#N/A,#N/A,,1,,,70,FCA,,,31181600,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,951218C1,11044654,,Material,EA,KIT:VITON O-RING,KIT: VITON O-RING,O-RING SET:,SOLAR TURBINES,951218C1,,,79.61,81.82,-2.21,-3%,81.82,81.82,79.61,,#N/A,#N/A,,1,,,77,FCA,,,31181506,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,951341C1,11043561,,Material,EA,"KIT:REP,GAS TURBINE,DIAPHRAGM AND SPRING","KIT: REPAIR,GAS TURBINE,DIAPHRAGM AND SPRING","KIT:REP,GAS TURBINE,DIAPHRAGM & SPRING O",SOLAR TURBINES,951341C1,,,66.5,67.34,-0.84,-1%,67.34,67.34,66.5,,#N/A,#N/A,,1,,,77,FCA,,,23150000,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,951342C1,11047250,,Material,EA,"KIT,GSKT:GAS TURBINE GENERATOR SKID","KIT,GASKET: GAS TURBINE GENERATOR SKID","KIT,GSKT",SOLAR TURBINES,951342C1,,,45.68,46.25,-0.57,-1%,46.25,46.25,45.68,,#N/A,#N/A,,1,,,77,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,951344C1,11047228,,Material,EA,"SWTCH,PRESSURE/VACUUM:AIR","SWITCH,PRESSURE/VACUUM: AIR","SWITCH,PRES",SOLAR TURBINES,951344C1,,,877.17,901.53,-24.36,-3%,901.53,901.53,877.17,,#N/A,#N/A,,1,,,84,FCA,,,39121506,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
