Action,Supplier Part No. / Reference,"BP Material / 
Service Master No.","Part Number 
Extension",Product Type,UOM,BP Short Description,BP Long Description,Supplier Description,Manufacturer Name,Manufacturer Part Number,Alternate Manufacturer Name,"Estimated Purchase 
Quantity
",2021 rates,2020 rates,Delta Price, Delta Price %,FILE SENT TO ELMIRA 2021 rates,APR 2021 PB,2021 Chris,,PN 80%,Desc 80%,MnF PN ,Price Unit,Range Price - Min,Range Price - Max,SLA_Leadtime,Incoterms Key,Incoterms Location,Incoterms Location Country,UNSPSC Code,Delivery Tolerance - Under %,Delivery Tolerance - Over %,Price Valid From,Price Valid to,Scale Pricing Quantity ,Minimum  Order Quantity,Maximum Order Quantity ,Lot Size,Internal Part Number,Export Control Status,Export Control No.,Plant Code,NCM Code,Material Origin,Material Usage,Internal ID,UNSPSC Code Description,Sub-Category,Category,1325
Change,142157-12,11029148,,Material,EA,"SPACER,SHIM:0.01IN THK","SPACER,SHIM: 0.01IN THK",SHIM:0.010IN THK,SOLAR TURBINES,142157-12,,,15.23,19.56,-4.33,-28%,19.56,19.56,15.23,,#N/A,#N/A,,1,,,56,FCA,,,31162815,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,142157-13,11043870,,Material,EA,"SPACER,SHIM:0.06IN THK,SS","SPACER,SHIM: 0.06IN THK,STAINLESS STEEL","SHIM:0.06IN THK,SS,TURBINE",SOLAR TURBINES,142157-13,,,26.98,27.32,-0.34,-1%,27.32,27.32,26.98,,#N/A,#N/A,,1,,,56,FCA,,,31162815,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,142157-56,36024364,,Material,EA,"SPACER,SHIM:TABULATED,0.005IN THK","SPACER,SHIM: TABULATED,0.005IN THK","SHIM:TABULATED,0.005IN THK",SOLAR TURBINES,142157-56,,,20.51,20.77,-0.26,-1%,20.77,20.77,20.51,,#N/A,#N/A,,1,,,49,FCA,,,31162815,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,142157-57,36024365,,Material,EA,"SPACER,SHIM:TABULATED,0.01IN THK","SPACER,SHIM: TABULATED,0.01IN THK","SHIM:TABULATED,0.01IN THK",SOLAR TURBINES,142157-57,,,17.16,16.03,1.13,7%,16.03,16.03,17.16,,#N/A,#N/A,,1,,,56,FCA,,,31162815,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,142157-58,36024366,,Material,EA,"SPACER,SHIM:TABULATED,0.03IN THK","SPACER,SHIM: TABULATED,0.03IN THK","SHIM:TABULATED,0.03IN THK",SOLAR TURBINES,142157-58,,,18.08,19.56,-1.48,-8%,19.56,19.56,18.08,,#N/A,#N/A,,1,,,56,FCA,,,31162815,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,142157-59,36024367,,Material,EA,"SPACER,SHIM:TABULATED,0.06IN THK","SPACER,SHIM: TABULATED,0.06IN THK","SHIM:TABULATED,0.06IN THK",SOLAR TURBINES,142157-59,,,21.83,22.43,-0.6,-3%,22.43,22.43,21.83,,#N/A,#N/A,,1,,,56,FCA,,,31162815,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,142157-60,36024387,,Material,EA,"SPACER,SHIM:TABULATED,0.134IN THK","SPACER,SHIM: TABULATED,0.134IN THK","SHIM:TABULATED,0.134IN THK",SOLAR TURBINES,142157-60,,,35.81,36.81,-1,-3%,36.81,36.81,35.81,,#N/A,#N/A,,1,,,49,FCA,,,31162815,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,142157-61,36024388,,Material,EA,"SPACER,SHIM:TABULATED,1/4IN THK","SPACER,SHIM: TABULATED,1/4IN THK","SHIM:TABULATED,1/4IN THK",SOLAR TURBINES,142157-61,,,146.3,120.3,26,18%,120.3,120.3,146.3,,#N/A,#N/A,,1,,,77,FCA,,,31162815,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1502703-1,11045113,,Material,EA,"THRMOSTAT:VLV,80 TO 150DEG F,65 TO 70PSI","THERMOSTAT: VALVE,80 TO 150DEG F,65 TO 70PSIG,F/ VALVE",THERMOSTAT:VALVE,SOLAR TURBINES,1502703-1,,,15.58,517.27,-501.69,-3220%,517.27,517.27,15.58,,#N/A,#N/A,,1,,,70,FCA,,,41112209,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,154554-10,36024345,,Material,EA,GUARD:FAN,GUARD: FAN,GUARD:FAN,SOLAR TURBINES,154554-10,,,1.45,1.49,-0.04,-3%,1.49,1.49,1.45,,#N/A,#N/A,,1,,,84,FCA,,,23150000,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,154554-13,36024355,,Material,EA,GUARD:FAN,GUARD: FAN,GUARD:FAN,SOLAR TURBINES,154554-13,,,1.36,1.4,-0.04,-3%,1.4,1.4,1.36,,#N/A,#N/A,,1,,,98,FCA,,,23150000,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,154554-9,11046746,,Material,EA,"FAN:VENTILATION,ELECTRICAL RATING: 24VDC","FAN: VENTILATION,ELECTRICAL RATING: 24VDC,SINGLE","FAN:SINGLE/VENTILATING,24VDC",SOLAR TURBINES,154554-9,,,45.47,44.5,0.97,2%,44.5,44.5,45.47,,#N/A,#N/A,,1,,,63,FCA,,,40101604,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,170596-100,36024497,,Material,EA,FILTER:AIR/NATURAL GAS,FILTER: AIR/NATURAL GAS,FILTER:AIR/NATURAL GAS,SOLAR TURBINES,170596-100,,,697.9,706.68,-8.78,-1%,706.68,706.68,697.9,,#N/A,#N/A,,1,,,56,FCA,,,40161500,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,171959-200,11044416,,Material,EA,"INJECTOR:FUEL,LINE,PROCESS FLUID: GAS","INJECTOR: FUEL,LINE,PROCESS FLUID: GAS",INJECTOR:,SOLAR TURBINES,171959-200,,,1014.33,1303.13,-288.8,-28%,1303.13,1303.13,1014.33,,#N/A,#N/A,,1,,,105,FCA,,,41110000,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,172429-1,11045473,,Material,EA,"GSKT:3-9/32IN,3-9/32IN LG,1/32IN THK,SQ","GASKET: 3-9/32IN,3-9/32IN LG,1/32IN THK,SQUARE,NON-ASBESTOS",GASKET:NON-ASBESTOS,SOLAR TURBINES,172429-1,,,6.23,6.27,-0.04,-1%,6.27,6.27,6.23,,#N/A,#N/A,,1,,,49,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,172505-1,11046054,,Material,EA,"GSKT:1-33/64IN ID,2.025IN OD,1/32IN THK","GASKET: 1-33/64IN ID,2.025IN OD,1/32IN THK,ROUND,W/ DIFFUSER AND BEARING","GASKET:W/ DIFFUSER & BEARING,8/PACK",SOLAR TURBINES,172505-1,,,11.92,11.69,0.23,2%,11.69,11.69,11.92,,#N/A,#N/A,,1,,,63,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,172564-1,11045357,,Material,EA,"GSKT:22.41IN ID,24-21/64IN OD,1/32IN THK","GASKET: 22.41IN ID,24-21/64IN OD,1/32IN THK,ROUND,NON-ASBESTOS",GASKET:NON-ASBESTOS,SOLAR TURBINES,172564-1,,,35.04,35.48,-0.44,-1%,35.48,35.48,35.04,,#N/A,#N/A,,1,,,56,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,172566-1,11046258,,Material,EA,GSKT:MG1-CB ENGINE,GASKET: MG1-CB ENGINE,GASKET:MG1-CB ENGINE,SOLAR TURBINES,172566-1,,,24.79,25.1,-0.31,-1%,25.1,25.1,24.79,,#N/A,#N/A,,1,,,56,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,172780-100,11025600,,Material,EA,"GSKT:PYROMETER BOSS,2IN ID,3-25/64IN OD","GASKET: PYROMETER BOSS,2IN ID,3-25/64IN OD,0.06IN THK,ROUND","GASKET:PYROMTR BOSS,EB-NON ASB,GAS TURBI",SOLAR TURBINES,172780-100,,,10,10.28,-0.28,-3%,10.28,10.28,10,,#N/A,#N/A,,1,,,49,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,173101-1,11025614,,Material,EA,"BOLT,MACHINE:HEX HD,5/16IN DIA,24 UNF,1I","BOLT,MACHINE: HEXAGONAL HD,5/16IN DIA,24 UNF,1IN LG,10/PACK","BOLT,MACH:HX HD",SOLAR TURBINES,173101-1,,,63.8,65.58,-1.78,-3%,65.58,65.58,63.8,,3,153,3,1,,,56,FCA,,,31161600,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,173101-2,10008038,,Material,EA,"BOLT,MACHINE:HEX HD,1/2IN DIA,13 UNC,1-3","BOLT,MACHINE: HEXAGONAL HD,1/2IN DIA,13 UNC,1-3/4IN LG,4/PACK","BOLT:HEX HD,1/2IN DIA,13UNC,1-3/4IN LG,F",SOLAR TURBINES,173101-2,,,45.52,46.77,-1.25,-3%,46.77,46.77,45.52,,#N/A,524,374143-100,1,,,70,FCA,,,31161600,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,176047-100,36024404,,Material,EA,"KIT:REPLACEMENT,REP,SHEAR BOLT","KIT: REPLACEMENT,REPAIR,SHEAR BOLT","KIT:REPLACEMENT,SHARE BOLT",SOLAR TURBINES,176047-100,,,611.88,588.91,22.97,4%,588.91,588.91,611.88,,#N/A,#N/A,,1,,,84,FCA,,,23150000,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,176048-100,36023893,,Material,EA,"KIT:SRVC,SHEAR COUPLING","KIT: SERVICE,SHEAR COUPLING","KIT:SERVICE,SHEAR COUPLING",SOLAR TURBINES,176048-100,,,1385.51,1390.51,-5,0%,1390.51,1390.51,1385.51,,#N/A,#N/A,,1,,,70,FCA,,,23150000,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,176873-100,11046747,,Material,EA,"KIT:REP,PUMP","KIT: REPAIR,PUMP","KIT:REPAIR,MAIN LUBE OIL PUMP",SOLAR TURBINES,176873-100,,,881.96,893.07,-11.11,-1%,893.07,893.07,881.96,,#N/A,#N/A,,1,,,56,FCA,,,23150000,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,176994-100,36024111,,Material,EA,"KIT:REP,SPARES,SOLENOID VALVE","KIT: REPAIR,SPARES,SOLENOID VALVE","KIT:SPARES,SOLENOID CAP ASSY",SOLAR TURBINES,176994-100,,,414.34,425.85,-11.51,-3%,425.85,425.85,414.34,,#N/A,#N/A,,1,,,77,FCA,,,23150000,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,177947-1,36024607,,Material,EA,"GSKT:18-3/32IN ID,25IN OD,RND","GASKET: 18-3/32IN ID,25IN OD,ROUND",GASKET:COMPRESSOR,SOLAR TURBINES,177947-1,,,164.37,168.93,-4.56,-3%,168.93,168.93,164.37,,#N/A,#N/A,,1,,,56,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,179784-1,36024043,,Material,EA,"CPLG,SHAFT HALF:HUB","COUPLING,SHAFT HALF: HUB",HUB:COUPLING,SOLAR TURBINES,179784-1,,,2132.62,2087.48,45.14,2%,2087.48,2087.48,2132.62,,#N/A,#N/A,,1,,,105,FCA,,,23153100,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,179785-1,36024040,,Material,EA,"CPLG,SHFT:SPLINE","COUPLING,SHAFT: SPLINE","SLEEVE,CPLG:",SOLAR TURBINES,179785-1,,,4719.05,4778.46,-59.41,-1%,4778.46,4778.46,4719.05,,#N/A,#N/A,,1,,,84,FCA,,,31171509,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,179902K106B,36024615,,Material,EA,"KIT:REPLACEMENT,SRVC,COMBUSTOR DRAIN VAL","KIT: REPLACEMENT,SERVICE,COMBUSTOR DRAIN VALVE","KIT:SERVICE,COMBUSTOR DRAIN VALVE",SOLAR TURBINES,179902K106B,,,2967.51,3555.27,-587.76,-20%,3555.27,3555.27,2967.514911,,#N/A,#N/A,,1,,,140,FCA,,,23150000,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,179965K100B,11047254,,Material,EA,"KIT:REPLACEMENT,PRESSURE REGULATOR GAS,G","KIT: REPLACEMENT,PRESSURE REGULATOR GAS,GAS","KIT:REPLACEMENT,PRESSURE REGULATOR",SOLAR TURBINES,179965K100B,,,463.55,469.01,-5.46,-1%,469.01,469.01,463.55,,#N/A,#N/A,,1,,,112,FCA,,,23150000,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,180150-2,36024180,,Material,EA,"CLAMP:V-BAND,27MM","CLAMP: V-BAND,27MM","CLAMP:V-BAND,27MM",SOLAR TURBINES,180150-2,,,402.77,407.84,-5.07,-1%,407.84,407.84,402.77,,#N/A,#N/A,,1,,,105,FCA,,,31162900,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,186063-5,36024140,,Material,EA,LUBRCTR:SELF FILLING,LUBRICATOR: SELF FILLING,LUBRICATOR:SELF FILLING,SOLAR TURBINES,186063-5,,,343.92,348.24,-4.32,-1%,348.24,348.24,343.92,,#N/A,#N/A,,1,,,63,FCA,,,15120000,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,186071-6,11044143,,Material,EA,"VLV,GATE:3/4IN,MANUAL,W/ PLUG","VALVE,GATE: 3/4IN,MANUAL,W/ PLUG","VALVE,GATE:",SOLAR TURBINES,186071-6,,,738.7,759.22,-20.52,-3%,759.22,759.22,738.7,,#N/A,#N/A,,1,,,70,FCA,,,40141613,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,186120-1,36024008,,Material,EA,"VALVE,MANIFOLD","VALVE,MANIFOLD","VALVE,MANIFOLD:",SOLAR TURBINES,186120-1,,,666.06,547.65,118.41,18%,547.65,547.65,666.06,,#N/A,#N/A,,1,,,70,FCA,,,40141600,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,186214-16,11048005,,Material,EA,"SWTCH,LEVEL:FLT,SPST,1 POLE","SWITCH,LEVEL: FLOAT,SPST,1 POLE","SWITCH,LVL:LIQ",SOLAR TURBINES,186214-16,,,729.3,738.47,-9.17,-1%,738.47,738.47,729.3,,#N/A,#N/A,,1,,,63,FCA,,,39121531,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,186232-3000,36023985,,Material,EA,"VALVE,BALL","VALVE,BALL","VALVE,BALL:",SOLAR TURBINES,186232-3000,,,2822.43,2900.83,-78.4,-3%,2900.83,2900.83,2822.43,,#N/A,#N/A,,1,,,91,FCA,,,40141607,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,186232-400,11047768,,Material,EA,"VLV,BALL:ASSY,PNEUMATIC ACTUATOR,CONFIGU","VALVE,BALL: ASSEMBLY,PNEUMATIC ACTUATOR,CONFIGURATION: 2-WAY","VALVE,BALL:2IN,300 PSI,ACTUATOR, PNEUMAT",SOLAR TURBINES,186232-400,,,2339.31,2404.29,-64.98,-3%,2404.29,2404.29,2339.31,,#N/A,#N/A,,1,,,105,FCA,,,40141607,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,186273-1,11025428,,Material,EA,"VLV:PRESSURE REGULATING,POPPET,1/4IN","VALVE: PRESSURE REGULATING,POPPET,1/4IN","REGULATOR,PRES:",SOLAR TURBINES,186273-1,,,542.87,549.71,-6.84,-1%,549.71,549.71,542.87,,#N/A,#N/A,,1,,,63,FCA,,,41112404,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,186273-2,11025429,,Material,EA,"REGLTR,PRES:POPPET","REGULATOR,PRESSURE: POPPET","REGULATOR,PRES:",SOLAR TURBINES,186273-2,,,444.34,449.93,-5.59,-1%,449.93,449.93,444.34,,#N/A,#N/A,,1,,,98,FCA,,,41112404,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186273-5,11047506,,Material,EA,"VLV:PRESSURE REGULATING,POPPET","VALVE: PRESSURE REGULATING,POPPET","REGULATOR,PRES:",SOLAR TURBINES,186273-5,,,444.31,449.91,-5.6,-1%,449.91,449.91,444.31,,#N/A,#N/A,,1,,,70,FCA,,,41112404,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186276-1,11027909,,Material,EA,"VALVE,RLF:1/4IN,5000PSIG,LIQ SERVICE","VALVE,RELIEF: 1/4IN,5000PSIG,LIQUID SERVICE","VALVE,RLF:LIQ SERVICE",SOLAR TURBINES,186276-1,,,192.44,194.86,-2.42,-1%,194.86,194.86,192.44,,#N/A,#N/A,,1,,,56,FCA,,,40141606,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186278-2,36024501,,Material,EA,"FLTR:SIMPLEX,LUBE OIL,SEAL","FILTER: SIMPLEX,LUBE OIL,SEAL","FILTER,OIL:SEAL",SOLAR TURBINES,186278-2,,,590.43,597.86,-7.43,-1%,597.86,597.86,590.43,,#N/A,#N/A,,1,,,98,FCA,,,40161504,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186280-200,11042944,,Material,EA,"KIT:SRVC,25 GPM HYDRAULIC FILTER CARTRID","KIT: SERVICE,25 GPM HYDRAULIC FILTER CARTRIDGE,SERVICE: LUBRICATING OIL","ELEMENT,FLTR:LUBE OIL,CRTDG,25 GPM,HYD",SOLAR TURBINES,186280-200,,,161.32,163.35,-2.03,-1%,163.35,163.35,161.32,,#N/A,#N/A,,1,,,77,FCA,,,40161500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186286-1,11047448,,Material,EA,"VLV,SOLENOID:PRESSURE REGULATOR,TORCH FI","VALVE,SOLENOID: PRESSURE REGULATOR,TORCH FINE ADJUST,24VDCV,2-WAY,PRESSURE RATING: 18 PSIG,SERVICE: GAS FUEL","VALVE,SOLENOID:18 PSIG,GAS FUEL,TORCH FI",SOLAR TURBINES,186286-1,,,291.1,294.76,-3.66,-1%,294.76,294.76,291.1,,#N/A,#N/A,,1,,,70,FCA,,,40141605,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186286-2,11047908,,Material,EA,"VLV,SOLENOID:2WY","VALVE,SOLENOID: 2-WAY","VALVE,SOLENOID:",SOLAR TURBINES,186286-2,,,262.01,265.3,-3.29,-1%,265.3,265.3,262.01,,#N/A,#N/A,,1,,,70,FCA,,,40141605,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186307-4,36024141,,Material,EA,THERMOCOUPLE,THERMOCOUPLE,"TRANSMITTER,TEMPERATURE:TYPE KT/C,0 TO 1",SOLAR TURBINES,186307-4,,,2042.06,1908,134.06,7%,1908,1908,2042.06,,#N/A,#N/A,,1,,,63,FCA,,,41112105,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186367-1,36023848,,Material,EA,VLV:PRESSURE REGULATING,VALVE: PRESSURE REGULATING,"REGULATOR,PRESSURE:",SOLAR TURBINES,186367-1,,,2927.84,3009.17,-81.33,-3%,3009.17,3009.17,2927.84,,#N/A,#N/A,,1,,,84,FCA,,,41112404,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186368-1,36024078,,Material,EA,"REGLTR,PRES:DIFF","REGULATOR,PRESSURE: DIFFERENTIAL","VALVE,RELIEF:PRESSURE",SOLAR TURBINES,186368-1,,,5462.42,5614.15,-151.73,-3%,5614.15,5614.15,5462.42,,#N/A,#N/A,,1,,,84,FCA,,,40141606,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186488-1,11027380,,Material,EA,"VLV,NEEDLE:1/2IN,BLOCK/BLEED MANIFOLD,HN","VALVE,NEEDLE: 1/2IN,BLOCK/BLEED MANIFOLD,HAND,NACE MR0175,CONFIGURATION: 2-WAY","VALVE:BLOCK & BLEED,2WY,NACE MR-01-75",SOLAR TURBINES,186488-1,,,343.34,347.66,-4.32,-1%,347.66,347.66,343.34,,#N/A,#N/A,,1,,,70,FCA,,,40141600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186707-3200,36024221,,Material,EA,"BATTRY,DRY CELL:RECHARGE,NI-CAD,161AH AM","BATTERY,DRY CELL: RECHARGE,NICKEL CADMIUM,161AH AMP HR,NUMBER OF CELLS: 48","BATTERY,DRY CELL,RECHARGE:NICKEL CAD,48",SOLAR TURBINES,186707-3200,,,53345.56,54827.38,-1481.82,-3%,54827.38,54827.38,53345.56,,#N/A,#N/A,,1,,,98,FCA,,,26111700,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186806-1,36023841,,Material,EA,"FLTR,ELMNT:CYLDCL,LUBRICATING OIL,PLEATE","FILTER,ELEMENT: CYLINDRICAL,LUBRICATING OIL,PLEATED","ELEMENT,FILTER:LUBRICATING OIL",SOLAR TURBINES,186806-1,,,112.07,113.47,-1.4,-1%,113.47,113.47,112.07,,#N/A,#N/A,,1,,,105,FCA,,,40161500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,186806-100,11047363,,Material,EA,"KIT:SRVC,FLTR,2X P/N 918039C1 GASKET,4X","KIT: SERVICE,FILTER,2X P/N 918039C1 GASKET,4X P/N 186806-1 LUBE OIL FILTER ELEMENT,6X P/N 918041C1 GASKET","KIT:(4) LUBE OIL FLTR ELMNT 186806-1,(2)",SOLAR TURBINES,186806-100,,,237.05,240.15,-3.1,-1%,240.15,240.15,237.05,,#N/A,#N/A,,1,,,126,FCA,,,31160000,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,187077,11047824,,Material,PK,"WASHER,LOCK:SPLT,3/8IN,SS,GR 304","WASHER,LOCK: SPLIT,3/8IN,STAINLESS STEEL,GR 304","WASHER,LOCK:SPLIT,0.375IN",SOLAR TURBINES,187077,,,1.5,2.31,-0.81,-54%,2.31,2.31,1.5,,#N/A,#N/A,,1,,,49,FCA,,,31161801,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190015-11,36023991,,Material,EA,"VALVE,SOLENOID","VALVE,SOLENOID","VALVE,SOLENOID:",SOLAR TURBINES,190015-11,,,979.32,1006.52,-27.2,-3%,1006.52,1006.52,979.32,,#N/A,#N/A,,1,,,70,FCA,,,40141605,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190083-4,36024373,,Material,EA,"GAUGE,DIFF PRES","GAUGE,DIFFERENTIAL PRESSURE","GAUGE,DIFF PRES:",SOLAR TURBINES,190083-4,,,129.67,133.27,-3.6,-3%,133.27,133.27,129.67,,#N/A,#N/A,,1,,,63,FCA,,,23151820,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190163-1,11046748,,Material,EA,"VLV:LEVER,WORCESTER,CONFIGURATION: 3-WAY","VALVE: LEVER,WORCESTER,CONFIGURATION: 3-WAY","VALVE:3-WAY,WORCHESTER",SOLAR TURBINES,190163-1,,,892.67,903.9,-11.23,-1%,903.9,903.9,892.67,,#N/A,#N/A,,1,,,105,FCA,,,40141600,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190185-205,11046749,,Material,EA,"REGLTR:PRESSURE, ASSEMBLY, TEMPERATURE,","REGULATOR: PRESSURE, ASSEMBLY, TEMPERATURE, REGULATOR","VALVE:PRESSURE & AMPLIFIER,TEMP REGULATO",SOLAR TURBINES,190185-205,,,4175.49,4291.47,-115.98,-3%,4291.47,4291.47,4175.49,,#N/A,#N/A,,1,,,91,FCA,,,40141600,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190214-52,36024129,,Material,EA,"GAUGE,DIFF PRES:0 TO 40 KPAG,W/ SWITCH","GAUGE,DIFFERENTIAL PRESSURE: 0 TO 40 KPAG,W/ SWITCH","GAUGE,DIFF PRES:0 TO 40KPAG",SOLAR TURBINES,190214-52,,,1886.09,1846.17,39.92,2%,1846.17,1846.17,1886.09,,#N/A,#N/A,,1,,,63,FCA,,,23151820,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190214-53,36024130,,Material,EA,"GAUGE,DIFF PRES:0 TO 700 KPAG,W/ SWITCH","GAUGE,DIFFERENTIAL PRESSURE: 0 TO 700 KPAG,W/ SWITCH","GAUGE,DIFF PRES:0 TO 700KPAG",SOLAR TURBINES,190214-53,,,2107.38,2133.9,-26.52,-1%,2133.9,2133.9,2107.38,,#N/A,#N/A,,1,,,63,FCA,,,23151820,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190247-5,11047703,,Material,EA,"FLTR,ELMNT:CYLDCL,AIR/FUEL GAS,FBRGLASS","FILTER,ELEMENT: CYLINDRICAL,AIR/FUEL GAS,FIBERGLASS ELEMENT","ELEMENT,FLTR:AIR & GAS",SOLAR TURBINES,190247-5,,,38.46,38.93,-0.47,-1%,38.93,38.93,38.46,,#N/A,#N/A,,1,,,63,FCA,,,40161500,,,20190601,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Delete,190368-2,36024146,,Material,EA,"GLASS,SIGHT","GLASS,SIGHT","GLASS,SIGHT:",SOLAR TURBINES,190368-2,,,#N/A,522.5,#N/A,#N/A,522.5,522.5,#N/A,,#N/A,#N/A,,1,,,70,FCA,,,40141700,,,20190601,20210131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
Change,190430-1,11047727,,Material,EA,"SENSOR:PASSIVE,SPD","SENSOR: PASSIVE,SPEED",SENSOR:MAG SPD PICK UP,SOLAR TURBINES,190430-1,,,222.06,224.85,-2.79,-1%,224.85,224.85,222.06,,#N/A,#N/A,,1,,,77,FCA,,,41111900,,,20200401,20220131,1,,,,,,,,,,,4.41E+13,#REF!,#REF!,#REF!,1
